4010101001;Nama Produk;;Nama Material;;Jumlah Per Karton;Satuan
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,008312;KG
;;1050100037;CHEMICAL AQUADEST ;99,01%;2,742993;KG
;;;;;;
4010124001;WETKINS GANTI POPOK 50S BND @8X2;3050105001;WIP WETKINS GANTI POPOK 50S ;;16;PCK
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2013100001;PARTISI COAK 1 205 X 190 MM WETKINS 50S  ;;1;PCS
;;2013100002;PARTISI COAK 1 355 X 190 MM WETKINS 50S  ;;1;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;16;PCS
;;2010203020;STC FLIPTOP WKN GANTI POPOK @2000;;16;PCS
;;2010400092;STC LABEL BND WETKINS BELI 1 GRATIS 1 @5000;;16;PCS
;;;;;;
3050105002;WIP WETKINS GANTI POPOK 80S ;3020303010;JR FN 40-76 H 20% R/80%P 36 CM ADPZ40;;1,19808;KG
;;2010108001;PACKAGING WKN BLUE 80S FT @4166;;16;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;16;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,002216448;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,005319475;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,006649344;KG
;;1050200024;PARFUM POWDERY/TLJ 80050 ;0,10%;0,004432896;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00554112;KG
;;1050100001;CHEMICAL ABLUMINE/SANISOL ;0,05%;0,002216448;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,004432896;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,013298688;KG
;;1050100037;CHEMICAL AQUADEST ;99,01%;4,388788685;KG
;;;;;;
4010124002;WETKINS GANTI POPOK 80S BND @8X2;3050105002;WIP WETKINS GANTI POPOK 80S ;;16;PCK
;;2010716002;CARTON BOX WETKINS 10S @108 ;;1;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;16;PCS
;;2010203020;STC FLIPTOP WKN GANTI POPOK @2000;;16;PCS
;;2010400092;STC LABEL BND WETKINS BELI 1 GRATIS 1 @5000;;16;PCS
;;;;;;
4010121001;WETKINS SANITIZING UNSCENTED 10S @108;;;;;
4010121002;WETKINS SANITIZING UNSCENTED 24S @54;;;;;
4010121003;WETKINS SANITIZING UNSCENTED 24S @72;;;;;
4010121004;WETKINS SANITIZING UNSCENTED 50S @24;;;;;
;;;;;;
4010222001;FALMED HAND SANITIZER 60 ML @60;2010704001;CARTON BOX FLD HAND SANITIZER 60ML D3.5 ;;1.00;PCS
;;2010800001;BOTOL+TUTUP HAND SANITIZER 3.5 QUANZHOU ;;60.00;PCS
;;2010400015;STC LABEL FLD HAND SANITIZER 60 ML ;;60.00;PCS
;;2010502007;INNER BOX HAND SANITIZER 60 ML ;;2.00;PCS
;;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;72,92%;2,887632;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,01188;KG
;;1050200006;PARFUM CITRON LEMON R 0311172 ;0,08%;0,003168;KG
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;2,50%;0,099;KG
;;1050100037;CHEMICAL AQUADEST ;24,20%;0,95832;KG
;;;;;;
4010222002;FALMED HAND SANITIZER 1 LT @6;2010704002;CARTON BOX FLD HAND SANITIZER 1 LT @6 ;;1;PCS
;;2010400020;STC LABEL HAND SANITIZER 1 L ;;6;PCS
;;2010900001;JERIGEN PLASTIK 1 LT ;;6;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;2,50%;0,165;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0198;KG
;;1050200006;PARFUM CITRON LEMON R 0311172 ;0,08%;0,00528;KG
;;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;72,92%;4,81272;KG
;;1050100037;CHEMICAL AQUADEST ;24,20%;1,5972;KG
;;;;;;
4010222003;FALMED HAND SANITIZER 5 LT @2;2010704003;CARTON BOX FLD HAND SANITIZER 5 LT @2 ;;1;PCS
;;2010400021;STC LABEL HAND SANITIZER 5 L ;;2;PCS
;;2010700002;JERIGEN PLASTIK 5 LT ;;2;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;2,50%;0,275;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,033;KG
;;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;72,90%;8,019;KG
;;1050200006;PARFUM CITRON LEMON R 0311172 ;0,10%;0,011;KG
;;1050100037;CHEMICAL AQUADEST ;24,20%;2,662;KG
;;;;;;
4010223001;FALMED ALCOHOL WIPES 1S @48X20;3020501002;JR FN 45-76 H 20% R/80%P 20 CM;;1,0368;KG
;;2010704009;CARTON BOX FLD ALCOHOL WIPES @48X20 ;;1;
;;2010502006;INNER BOX ALCOHOL WIPES ;;48;PCS
;;2010110008;PACKAGING FLD ALCOHOL WIPES 1S @25000;;960;PCS
;;1050100018;CHEMICAL ISOPROPYL ALCOHOL (IPA) ;70,71%;2,8351175;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0120285;KG
;;1050100037;CHEMICAL AQUADEST ;28,99%;1,1623541;KG
;;;;;;
4010223002;FALMED ALCOHOL HAND SANITIZING 90S BTL @9;3010701003;MR FN 50-76 H 50%R/50%P 160 CM;;1,215;KG
;;2010721001;CARTON BOX NAOMI 80S ;;1;PCS
;;2010800004;BOTOL VOLARE ;;9;PCS
;;2010800007;CAP BOTOL BIRU MUDA ;;9;PCS
;;2010400022;STC LABEL HAND SANITIZING WIPES 90S ;;9;PCS
;;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;53,00%;2,125035;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,50%;0,0200475;KG
;;1050100014;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,20%;0,008019;KG
;;1050100037;CHEMICAL AQUADEST ;46,30%;1,8563985;KG
;;;;;;
4010223003;FALMED ALCOHOL HAND SANITIZING 45S BTL @15;3010701003;MR FN 50-76 H 50%R/50%P 160 CM;;1,0125;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010800005;BOTOL FALMED 45S ;;15;PCS
;;2010800008;CAP BOTOL FALMED 45S ;;15;PCS
;;2010400001;STC LABEL ALCOHOL HAND SANITIZING 45S ;;15;PCS
;;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;53,00%;1,7708625;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,50%;0,0167063;KG
;;1050100014;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,20%;0,0066825;KG
;;1050100037;CHEMICAL AQUADEST ;46,30%;1,5469988;KG
;;;;;;
4010223004;FALMED ALCOHOL SURFACE 90S BTL @9;3010701003;MR FN 50-76 H 50%R/50%P 160 CM;;1,215;KG
;;2010721001;CARTON BOX NAOMI 80S ;;1;PCS
;;2010800004;BOTOL VOLARE ;;9;PCS
;;2010800009;CAP BOTOL BIRU TUA ;;9;PCS
;;2010400003;STC LABEL ALCOHOL SURFACE 90S ;;9;PCS
;;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;0,53%;0,0212504;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,01%;0,0002005;KG
;;1050100014;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,47%;0,0186442;KG
;;;;;;
4010223005;FALMED ALCOHOL SURFACE 45S BTL @15;3010701003;MR FN 50-76 H 50%R/50%P 160 CM;;1,0125;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010800005;BOTOL FALMED 45S ;;15;PCS
;;2010800008;CAP BOTOL FALMED 45S ;;15;PCS
;;2010400002;STC LABEL ALCOHOL SURFACE 45S ;;15;PCS
;;1050100018;CHEMICAL ISOPROPYL ALCOHOL (IPA) ;53,00%;1,7708625;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,50%;0,0167063;KG
;;1050100037;CHEMICAL AQUADEST ;46,50%;1,5536813;KG
;;;;;;
4010224001;WASH GLOVE GREEN TEA 18S @18;3021301005;JR FN 80-25 D 50%R/40%P/10%ES 15 CM;;1,7496;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010110012;PACKAGING PATIENT WASH CLT BLACK @3846;;18;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;18;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;18;PCS
;;2010400018;STC LABEL FLD WASH GLOVE GREEN TEA 18S ;;18;PCS
;;2010600007;STC BARCODE WASH GLOVE GREEN TEA 18S ;;18;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,005052;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0080832;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,0151559;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0101039;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0202079;KG
;;1050200010;PARFUM GREEN TEA ;0,15%;0,0101039;KG
;;1050100037;CHEMICAL AQUADEST ;98,98%;6,6672532;KG
;;;;;;
4010224006;WASH GLOVE GREEN TEA 18S @15;3021301005;JR FN 80-25 D 50%R/40%P/10%ES 15 CM;;1,458;KG
;;2010707002;CARTON BOX INDOMARET 50S FT @24 ;;1;PCS
;;2010110012;PACKAGING PATIENT WASH CLT BLACK @3846;;15;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;15;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;15;PCS
;;2010400018;STC LABEL FLD WASH GLOVE GREEN TEA 18S ;;15;PCS
;;2010600007;STC BARCODE WASH GLOVE GREEN TEA 18S ;;15;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,00421;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,006736;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,0126299;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,00842;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0168399;KG
;;1050200010;PARFUM GREEN TEA ;0,15%;0,00842;KG
;;1050100037;CHEMICAL AQUADEST ;98,98%;5,5560443;KG
;;;;;;
4010224005;WASH GLOVE GREEN TEA 18S BND @3X4;3021301005;JR FN 80-25 D 50%R/40%P/10%ES 15 CM;;1,1664;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010110012;PACKAGING PATIENT WASH CLT BLACK @3846;;12;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;12;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;12;PCS
;;2010400018;STC LABEL FLD WASH GLOVE GREEN TEA 18S ;;12;PCS
;;2010600007;STC BARCODE WASH GLOVE GREEN TEA 18S ;;12;PCS
;;2010607021;PLASTIK PP 25X35 CM ;;0,0147;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,003368;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0053888;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,0101039;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,006736;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0134719;KG
;;1050200010;PARFUM GREEN TEA ;0,15%;0,006736;KG
;;1050100037;CHEMICAL AQUADEST ;98,98%;4,4448355;KG
;;;;;;
3050106002;WIP FALMED WASH GLOVE GREEN TEA 8S ;3060200003;KAIN GLOVE 15CMX45CM (FN70-6H)  ;0,9072;192;PCS
;;2010131004;PACKAGING  GENERAL WET WIPES - PUTIH @4761;;24;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0023814;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,42%;0,0133358;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,0071442;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0047628;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0095256;KG
;;1050200010;PARFUM GREEN TEA ;0,15%;0,0047628;KG
;;1050100037;CHEMICAL AQUADEST ;98,68%;3,1332874;KG
;;;;;;
4010224008;WASH GLOVE GREEN TEA 8S @24;3050106002;WIP FALMED WASH GLOVE GREEN TEA 8S ;;24;PCK
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010205001;STC FLIPTOP FALMED WASH GLOVE GREEN TEA ;;24;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;24;PCS
;;;;;;
4010224002;WASH GLOVE BABY POWDERY 20S @18;3020901001;JR FN 70-25 D 50%R/42.5%P/7.5%ES 15 CM;;1,701;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010110012;PACKAGING PATIENT WASH CLT BLACK @3846;;18;PCS
;;2010400048;STC LABEL WASLAP BABY POWDERY 20S ;;18;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;18;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;18;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0049116;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0078586;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,0098233;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,0081861;KG
;;1050200024;PARFUM POWDERY/TLJ 80050 ;0,10%;0,0065489;KG
;;1050100037;CHEMICAL AQUADEST ;99,43%;6,5115216;KG
;;;;;;
4010224007;WASH GLOVE BABY POWDERY 8S @24;3020901001;JR FN 70-25 D 50%R/42.5%P/7.5%ES 15 CM;;0,9072;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010131004;PACKAGING  GENERAL WET WIPES - PUTIH @4761;;24;PCS
;;2010400096;STC LABEL 8S BABY POWDERY ;;24;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;24;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0026195;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0041913;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,0052391;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,0043659;KG
;;1050200024;PARFUM POWDERY/TLJ 80050 ;0,10%;0,0034927;KG
;;1050100037;CHEMICAL AQUADEST ;99,43%;3,4728115;KG
;;;;;;
4010224003;FALMED EXTRA THICK TOWEL 2S @8X16;3020801011;JR FN 65-25 D 50%R/42.5%P/7.5%ES 15 CM;;1,1232;KG
;;2010110006;PACKAGING FLD TOWEL  @5714;;128;PCS
;;2010400093;STC LABEL FALMED THICK TOWEL 2S ;;128;PCS
;;2010607012;PLASTIK PP 25X40 CM ;;0,048;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0037066;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0059305;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,0111197;KG
;;1050200010;PARFUM GREEN TEA ;0,15%;0,0074131;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0148262;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0074131;KG
;;1050100037;CHEMICAL AQUADEST ;98,98%;4,8916708;KG
;;;;;;
3050106003;WIP FALMED EXTRA THICK TOWEL 4S ;3021201001;JR FN 80-14 H 50%R/40%P/10%ES 15 CM;;1,3824;KG
;;2010110006;PACKAGING FLD TOWEL  @5714;;64;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;64;PCS
;;2010400094;STC LABEL FALMED THICK TOWEL 4S ;;64;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0041472;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,42%;0,0232243;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,0124416;KG
;;1050200010;PARFUM GREEN TEA ;0,15%;0,0082944;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0165888;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0082944;KG
;;1050100037;CHEMICAL AQUADEST ;98,68%;5,4566093;KG
;;;;;;
4010224004;FALMED EXTRA THICK TOWEL 4S @8X10;3050106003;WIP FALMED EXTRA THICK TOWEL 4S ;;80;PCK
;;2010607012;PLASTIK PP 25X40 CM ;;0,048;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;;;;;
4010224009;FALMED EXTRA THICK TOWEL 4S @8X8;3050106003;WIP FALMED EXTRA THICK TOWEL 4S ;;64;PCK
;;2010607023;PLASTIK PP 22X34 CM ;;0,032;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;;;;;
4010225001;FALMED MASKER L BIRU 10S @24X5X10;3030200002;JR SPUNBOND MASKER BIRU 16.5 CM;;0,864;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,996;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,888;KG
;;2010704011;CARTON BOX FLD MASKER ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,36;KG
;;1040400001;ELASTIC EAR  ;;0,396;KG
;;2010502009;INNER BOX MASKER ;;24;PCS
;;2010110011;PACKAGING FLD MASKER 10S  @5217;;120;PCS
;;;;;;
4010225002;FALMED MASKER L BIRU 10S @50X10;3030200002;JR SPUNBOND MASKER BIRU 16.5 CM;;0,36;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,415;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,37;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110011;PACKAGING FLD MASKER 10S  @5217;;50;PCS
;;;;;;
4010225017;FALMED MASKER L BIRU 12S @48X12;3030200002;JR SPUNBOND MASKER BIRU 16.5 CM;;0,41472;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,415;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,42624;KG
;;1040300001;NOSE WIRE  ;;0,1728;KG
;;1040400001;ELASTIC EAR  ;;0,19008;KG
;;2010704011;CARTON BOX FLD MASKER ;;1;PCS
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;576;PCS
;;;;;;
4010225018;FALMED MASKER L BIRU 1S @500;3030200002;JR SPUNBOND MASKER BIRU 16.5 CM;;0,36;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,415;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,37;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110015;PACKAGING FALMED MASKER 1S  ;;500;PCS
;;;;;;
4010225003;FALMED MASKER L ABU 10S @50X10;3030100002;JR SPUNBOND MASKER ABU 16.5 CM;;0,27;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,345;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225004;FALMED MASKER L ORANGE 10S @50X10;3030400002;JR SPUNBOND MASKER ORANGE 16.5 CM;;0,27;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,345;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225005;FALMED MASKER L PINK 10S @50X10;3030500002;JR SPUNBOND MASKER PINK 16.5 CM;;0,27;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,345;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225019;FALMED MASKER L PUTIH 1S @500;3030600002;JR SPUNBOND MASKER PUTIH 16.5 CM;;0,27;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,345;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110015;PACKAGING FALMED MASKER 1S  ;;500;PCS
;;;;;;
4010225006;FALMED MASKER L PUTIH 10S @50X10;3030600002;JR SPUNBOND MASKER PUTIH 16.5 CM;;0,27;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,345;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225020;FALMED MASKER L BIRU 50S @24X50;3030200002;JR SPUNBOND MASKER BIRU 16.5 CM;;0,864;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,996;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,96;KG
;;2010704011;CARTON BOX FLD MASKER ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,372;KG
;;1040400001;ELASTIC EAR  ;;0,432;KG
;;2010502009;INNER BOX MASKER ;;24;PCS
;;2010400056;STC LABEL MASKER BIRU SIZE L ;;24;PCS
;;2010607015;PLASTIK PP 17X30 CM ;;0,0624;KG
;;;;;;
4010225021;FALMED MASKER L ABU 50S @24X50;3030100002;JR SPUNBOND MASKER ABU 16.5 CM;;0,864;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,996;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,96;KG
;;2010704011;CARTON BOX FLD MASKER ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,372;KG
;;1040400001;ELASTIC EAR  ;;0,432;KG
;;2010502009;INNER BOX MASKER ;;24;PCS
;;2010400054;STC LABEL MASKER ABU SIZE L ;;24;PCS
;;2010607015;PLASTIK PP 17X30 CM ;;0,0624;KG
;;;;;;
4010225022;FALMED MASKER L PUTIH 50S @24X50;3030600002;JR SPUNBOND MASKER PUTIH 16.5 CM;;0,864;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,996;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,96;KG
;;2010704011;CARTON BOX FLD MASKER ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,372;KG
;;1040400001;ELASTIC EAR  ;;0,432;KG
;;2010502009;INNER BOX MASKER ;;24;PCS
;;2010400062;STC LABEL MASKER PUTIH SIZE L ;;24;PCS
;;2010607015;PLASTIK PP 17X30 CM ;;0,0624;KG
;;;;;;
4010225023;FALMED MASKER L PINK 50S @24X50;3030500002;JR SPUNBOND MASKER PINK 16.5 CM;;0,864;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,996;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,96;KG
;;2010704011;CARTON BOX FLD MASKER ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,372;KG
;;1040400001;ELASTIC EAR  ;;0,432;KG
;;2010502009;INNER BOX MASKER ;;24;PCS
;;2010400060;STC LABEL MASKER PINK SIZE L ;;24;PCS
;;2010607015;PLASTIK PP 17X30 CM ;;0,0624;KG
;;;;;;
4010225024;FALMED MASKER L ORANGE 50S @24X50;3030400002;JR SPUNBOND MASKER ORANGE 16.5 CM;;0,864;KG
;;3030600004;JR SPUNBOND MASKER PUTIH 19 CM;;0,996;KG
;;3021700002;JR MELT BLOW 25GSM 17 CM ;;0,96;KG
;;2010704011;CARTON BOX FLD MASKER ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,372;KG
;;1040400001;ELASTIC EAR  ;;0,432;KG
;;2010502009;INNER BOX MASKER ;;24;PCS
;;2010400058;STC LABEL MASKER ORANGE SIZE L ;;24;PCS
;;2010607015;PLASTIK PP 17X30 CM ;;0,0624;KG
;;;;;;
4010225007;FALMED MASKER M ABU 10S @50X10;3030100001;JR SPUNBOND MASKER ABU 15 CM;;0,31;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,39;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,35;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
