Kode Produk;Nama Produk;Nama Material;Jumlah Per Karton;Satuan
3050106003;WIP FALMED EXTRA THICK TOWEL 4S ;JR FN 80-14 H 50%R/40%P/10%ES 15 CM;1,3824;KG
;;PACKAGING FLD TOWEL  @5714;64;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;64;PCS
;;STC LABEL FALMED THICK TOWEL 4S ;64;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0041472;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0232243;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0124416;KG
;;PARFUM GREEN TEA ;0,0082944;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,0165888;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0082944;KG
;;CHEMICAL AQUADEST ;5,4566093;KG
;;;;
4010224004;FALMED EXTRA THICK TOWEL 4S @8X10;WIP FALMED EXTRA THICK TOWEL 4S ;80;PCK
;;PLASTIK PP 25X40 CM ;0,048;KG
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;;;
4010224009;FALMED EXTRA THICK TOWEL 4S @8X8;WIP FALMED EXTRA THICK TOWEL 4S ;64;PCK
;;PLASTIK PP 22X34 CM ;0,032;KG
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;;;
4010225001;FALMED MASKER L BIRU 10S @24X5X10;JR SPUNBOND MASKER BIRU 16.5 CM;0,864;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,996;KG
;;JR MELT BLOW 25GSM 17 CM ;0,888;KG
;;CARTON BOX FLD MASKER ;1;PCS
;;NOSE WIRE  ;0,36;KG
;;ELASTIC EAR  ;0,396;KG
;;INNER BOX MASKER ;24;PCS
;;PACKAGING FLD MASKER 10S  @5217;120;PCS
;;;;
4010225002;FALMED MASKER L BIRU 10S @50X10;JR SPUNBOND MASKER BIRU 16.5 CM;0,36;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,415;KG
;;JR MELT BLOW 25GSM 17 CM ;0,37;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FLD MASKER 10S  @5217;50;PCS
;;;;
4010225017;FALMED MASKER L BIRU 12S @48X12;JR SPUNBOND MASKER BIRU 16.5 CM;0,41472;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,415;KG
;;JR MELT BLOW 25GSM 17 CM ;0,42624;KG
;;NOSE WIRE  ;0,1728;KG
;;ELASTIC EAR  ;0,19008;KG
;;CARTON BOX FLD MASKER ;1;PCS
;;PACKAGING FALMED MASKER POLOS @5217;576;PCS
;;;;
4010225018;FALMED MASKER L BIRU 1S @500;JR SPUNBOND MASKER BIRU 16.5 CM;0,36;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,415;KG
;;JR MELT BLOW 25GSM 17 CM ;0,37;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER 1S  ;500;PCS
;;;;
4010225003;FALMED MASKER L ABU 10S @50X10;JR SPUNBOND MASKER ABU 16.5 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,345;KG
;;JR MELT BLOW 25GSM 17 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225004;FALMED MASKER L ORANGE 10S @50X10;JR SPUNBOND MASKER ORANGE 16.5 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,345;KG
;;JR MELT BLOW 25GSM 17 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225005;FALMED MASKER L PINK 10S @50X10;JR SPUNBOND MASKER PINK 16.5 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,345;KG
;;JR MELT BLOW 25GSM 17 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225019;FALMED MASKER L PUTIH 1S @500;JR SPUNBOND MASKER PUTIH 16.5 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,345;KG
;;JR MELT BLOW 25GSM 17 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER 1S  ;500;PCS
;;;;
4010225006;FALMED MASKER L PUTIH 10S @50X10;JR SPUNBOND MASKER PUTIH 16.5 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,345;KG
;;JR MELT BLOW 25GSM 17 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225020;FALMED MASKER L BIRU 50S @24X50;JR SPUNBOND MASKER BIRU 16.5 CM;0,864;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,996;KG
;;JR MELT BLOW 25GSM 17 CM ;0,96;KG
;;CARTON BOX FLD MASKER ;1;PCS
;;NOSE WIRE  ;0,372;KG
;;ELASTIC EAR  ;0,432;KG
;;INNER BOX MASKER ;24;PCS
;;STC LABEL MASKER BIRU SIZE L ;24;PCS
;;PLASTIK PP 17X30 CM ;0,0624;KG
;;;;
4010225021;FALMED MASKER L ABU 50S @24X50;JR SPUNBOND MASKER ABU 16.5 CM;0,864;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,996;KG
;;JR MELT BLOW 25GSM 17 CM ;0,96;KG
;;CARTON BOX FLD MASKER ;1;PCS
;;NOSE WIRE  ;0,372;KG
;;ELASTIC EAR  ;0,432;KG
;;INNER BOX MASKER ;24;PCS
;;STC LABEL MASKER ABU SIZE L ;24;PCS
;;PLASTIK PP 17X30 CM ;0,0624;KG
;;;;
4010225022;FALMED MASKER L PUTIH 50S @24X50;JR SPUNBOND MASKER PUTIH 16.5 CM;0,864;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,996;KG
;;JR MELT BLOW 25GSM 17 CM ;0,96;KG
;;CARTON BOX FLD MASKER ;1;PCS
;;NOSE WIRE  ;0,372;KG
;;ELASTIC EAR  ;0,432;KG
;;INNER BOX MASKER ;24;PCS
;;STC LABEL MASKER PUTIH SIZE L ;24;PCS
;;PLASTIK PP 17X30 CM ;0,0624;KG
;;;;
4010225023;FALMED MASKER L PINK 50S @24X50;JR SPUNBOND MASKER PINK 16.5 CM;0,864;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,996;KG
;;JR MELT BLOW 25GSM 17 CM ;0,96;KG
;;CARTON BOX FLD MASKER ;1;PCS
;;NOSE WIRE  ;0,372;KG
;;ELASTIC EAR  ;0,432;KG
;;INNER BOX MASKER ;24;PCS
;;STC LABEL MASKER PINK SIZE L ;24;PCS
;;PLASTIK PP 17X30 CM ;0,0624;KG
;;;;
4010225024;FALMED MASKER L ORANGE 50S @24X50;JR SPUNBOND MASKER ORANGE 16.5 CM;0,864;KG
;;JR SPUNBOND MASKER PUTIH 19 CM;0,996;KG
;;JR MELT BLOW 25GSM 17 CM ;0,96;KG
;;CARTON BOX FLD MASKER ;1;PCS
;;NOSE WIRE  ;0,372;KG
;;ELASTIC EAR  ;0,432;KG
;;INNER BOX MASKER ;24;PCS
;;STC LABEL MASKER ORANGE SIZE L ;24;PCS
;;PLASTIK PP 17X30 CM ;0,0624;KG
;;;;
4010225007;FALMED MASKER M ABU 10S @50X10;JR SPUNBOND MASKER ABU 15 CM;0,31;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,39;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,35;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225008;FALMED MASKER M BIRU 10S @50X10;JR SPUNBOND MASKER BIRU 15 CM;0,31;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,39;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,35;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225009;FALMED MASKER M ORANGE 10S @50X10;JR SPUNBOND MASKER ORANGE 15 CM;0,31;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,39;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,35;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225010;FALMED MASKER M PINK 10S @50X10;JR SPUNBOND MASKER PINK 15 CM;0,31;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,39;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,35;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225011;FALMED MASKER M PUTIH 10S @50X10;JR SPUNBOND MASKER PUTIH 15 CM;0,31;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,39;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,35;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225012;FALMED MASKER S ABU 10S @50X10;JR SPUNBOND MASKER ABU 15 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,345;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225013;FALMED MASKER S BIRU 10S @50X10;JR SPUNBOND MASKER BIRU 15 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,345;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225014;FALMED MASKER S ORANGE 10S @50X10;JR SPUNBOND MASKER ORANGE 15 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,345;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225015;FALMED MASKER S PINK 10S @50X10;JR SPUNBOND MASKER PINK 15 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,345;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010225016;FALMED MASKER S PUTIH 10S @50X10;JR SPUNBOND MASKER PUTIH 15 CM;0,27;KG
;;JR SPUNBOND MASKER PUTIH 18.5 CM;0,345;KG
;;JR MELT BLOW 25GSM 16.5 CM ;0,31;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;NOSE WIRE  ;0,15;KG
;;ELASTIC EAR  ;0,165;KG
;;PACKAGING FALMED MASKER POLOS @5217;50;PCS
;;;;
4010226001;FALMED KASSA STERIL 5X4 1S @60X10;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;0,216;KG
;;CARTON BOX FLD KASA STERIL 5X4 @60X10 ;1;PCS
;;PACKAGING FLD KASA STRL 5X4 KCL A @17142;600;PCS
;;INNER BOX FALMED KASA STERIL 5 X 4 ;60;PCS
;;;;
4010226002;FALMED KASSA STERIL 5X6 1S @44X10;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;0,2376;KG
;;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;1;PCS
;;PACKAGING FLD KASA STERIL 5X6 BSR @17142;440;PCS
;;STC LABEL STERIL ;44;PCS
;;INNER BOX FALMED KASA STERIL 5 X 6 ;44;PCS
;;;;
4010226003;FALMED KASSA STERIL 7.5X7.5 1S @48X10;JR FN 45-25D 70% R/30%P 15.5 CM 7.5X7.5;0,486;KG
;;CARTON BOX FLD KASA STRL 7.5X7.5 @48X10 ;1;PCS
;;PACKAGING FLD KASA STERIL 7.5X7.5 @12631;480;PCS
;;INNER BOX FALMED KASA STERIL 7.5X7.5 ;48;PCS
;;STC LABEL SAFETY SEAL QC PASS @5000 ;48;PCS
;;;;
4010226005;FALMED KASSA STERIL 7.5X7.5 1S @10X10;JR FN 45-25D 70% R/30%P 15.5 CM 7.5X7.5;0,486;KG
;;CARTON BOX FLD KASA STRL 7.5X7.5 @10X10 ;1;PCS
;;PACKAGING FLD KASA STERIL 7.5X7.5 @12631;100;PCS
;;INNER BOX FALMED KASA STERIL 7.5X7.5 ;100;PCS
;;STC LABEL SAFETY SEAL QC PASS @5000 ;100;PCS
;;;;
4010226004;FALMED KASSA NONWOVEN  @560;;;
;;;;
3050106004;WIP FALMED KASSA STERIL 5X4 ;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;0,144;KG
;;PACKAGING FALMED KASA STERIL ALL SIZE @4545;400;PCS
;;STC LABEL SAFETY SEAL QC PASS @5000 ;40;PCS
;;;;
4010226006;FALMED KASSA STERIL 5X4 1S ALL SIZE @40X10;WIP FALMED KASSA STERIL 5X4 ;400;PCK
;;INNER BOX FALMED KASA STERIL ALL SIZE ;40;PCS
;;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;1;PCS
;;;;
3050106005;WIP FALMED KASSA STERIL 5X6 ;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;0,216;KG
;;PACKAGING FALMED KASA STERIL ALL SIZE @4545;400;PCS
;;STC LABEL SAFETY SEAL QC PASS @5000 ;40;PCS
;;;;
4010226007;FALMED KASSA STERIL 5X6 1S ALL SIZE @40X10;WIP FALMED KASSA STERIL 5X6 ;400;PCK
;;INNER BOX FALMED KASA STERIL ALL SIZE ;40;PCS
;;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;1;PCS
;;;;
3050106006;WIP FALMED KASSA STERIL 7.5X7.5 ;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;0,405;KG
;;PACKAGING FALMED KASA STERIL ALL SIZE @4545;400;PCS
;;STC LABEL SAFETY SEAL QC PASS @5000 ;40;PCS
;;;;
4010226008;FALMED KASSA STERIL 7.5X7.5 1S ALL SIZE @40X10;WIP FALMED KASSA STERIL 7.5X7.5 ;400;PCK
;;INNER BOX FALMED KASA STERIL ALL SIZE ;40;PCS
;;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;1;PCS
;;;;
3050106001;WIP FALMED ALCOHOL SWAB 1S ;JR 40-76 H 20% R/80%P 3 CM ADPZ40;0,3456;KG
;;PACKAGING FLD ALCOHOL SWAB  @40000;4800;PCS
;;CHEMICAL ETHANOL/ETHYL ALCOHOL ;0,6048;KG
;;CHEMICAL AQUADEST ;0,6048;KG
;;;;
3050106001;WIP FALMED ALCOHOL SWAB 1S ;JR 40-76 H 20% R/80%P 3 CM ADPZ40;0,3456;KG
;;PACKAGING FLD ALCOHOL SWAB  @40000;4800;PCS
;;CHEMICAL ISOPROPYL ALCOHOL (IPA) ;0,42336;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,001512;KG
;;CHEMICAL AQUADEST ;0,784728;KG
;;;;
4010227001;FALMED ALCOHOL SWAB 3X6 1S @48X100;WIP FALMED ALCOHOL SWAB 1S ;4800;PCK
;;CARTON BOX FLD ALCOHOL SWAB @48X100 ;1;PCS
;;INNER BOX ALCOHOL SWAB ;48;PCS
;;STC LABEL SAFETY SEAL QC PASS @5000 ;48;PCS
;;;;
4010228001;FALMED DRY GLOVE 25S @12;JR FN 80-14 H 50%R/40%P/10%ES 15 CM;3,24;KG
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;PLASTIK ZIP LOCK 16X25CM ;12;PCS
;;KERTAS LABEL FALMED DRY GLOVE ;12;PCS
;;;;
4010229001;FALMED BED SHEET 1S @20;;;
;;;;
4010229002;FALMED BED SHEET (MICROPORUS) 1S @20;;;
;;;;
4010301001;VOLARE MAKE UP REMOVER 10S @108;JR FN 40-76 H 50% R/50%P 30 CM;1,296;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;PACKAGING VOLARE MAKE UP RMVR 10S @8000;108;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;108;PCS
;;CHEMICAL PROPYLENE GLYCOL ;0,0199584;KG
;;CHEMICAL TROY CARE PE 91 ;0,0199584;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,006237;KG
;;PARFUM VITAMIN E OIL ACETATE ;0,000499;KG
;;CHEMICAL AMISOFT ECS 22 ;0,0149688;KG
;;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,024948;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,0049896;KG
;;PARFUM GREEN TEA ;0,0024948;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0014969;KG
;;CHEMICAL AQUADEST ;4,8940492;KG
;;;;
4010302001;VOLARE FEMININE HYGIENE 10S @108;;;
;;;;
4010304003;VOLARE HAND & MOUTH FOOD GRADE 30S @24;JR FN 45-76 H 50% R/50%P 15 CM;0,972;KG
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;PACKAGING VOLARE HAND&MOUTH FG 30S @4761;24;PCS
;;STC REMOVABLE TRANSPARANT ORG @5800;24;PCS
;;CHEMICAL PROPYLENE GLYCOL ;0,032076;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0038491;KG
;;CHEMICAL SODIUM BENZOAT ;0,0064152;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,0016038;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,0048114;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0032076;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,0016038;KG
;;PARFUM GRAPE FLAVOR ;0,0006415;KG
;;CHEMICAL AQUADEST ;3,1533916;KG
;;;;
4010304004;VOLARE HAND & MOUTH FOOD GRADE 80S FT @10;JR FN 45-76 H 50% R/50%P 40 CM;1,08;KG
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;PACKAGING VOLARE HAND & MOUTH 80S @4000;10;PCS
;;FLIP TOP WHITE (NEW CHINA) ;10;PCS
;;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;10;PCS
;;STC FLIPTOP VOLARE HAND & MOUTH 80S FT ;10;PCS
;;CHEMICAL PROPYLENE GLYCOL ;0,03564;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0042768;KG
;;CHEMICAL SODIUM BENZOAT ;0,007128;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,001782;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,005346;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,003564;KG
;;PARFUM GRAPE FLAVOR ;0,001782;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,0007128;KG
;;CHEMICAL AQUADEST ;3,5037684;KG
;;;;
4010304002;VOLARE HAND & MOUTH FOOD GRADE 80S @18;JR FN 45-76 H 50% R/50%P 40 CM;1,944;KG
;;CARTON BOX 37X33X17 CM (HB 50S) ;1;PCS
;;PACKAGING VOLARE HAND & MOUTH 80S @4000;18;PCS
;;FLIP TOP WHITE (NEW CHINA) ;18;PCS
;;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;18;PCS
;;STC FLIPTOP VOLARE HAND & MOUTH 80S FT ;18;PCS
;;CHEMICAL PROPYLENE GLYCOL ;0,064152;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0076982;KG
;;CHEMICAL SODIUM BENZOAT ;0,0128304;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,0032076;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0096228;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,0064152;KG
;;PARFUM GRAPE FLAVOR ;0,0032076;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,001283;KG
;;CHEMICAL AQUADEST ;6,3067831;KG
;;;;
3050107001;WIP VOLARE HAND & MOUTH FOOD GRADE 80S ;JR FN 42-76 H 100% R 20 CM;1,92;KG
;;PACKAGING VOLARE HAND & MOUTH 80S @4000;16;PCS
;;STC REMOVABLE VOLARE FG 8X14CM ;16;PCS
;;CHEMICAL PROPYLENE GLYCOL ;0,0672;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,008064;KG
;;PARFUM GRAPE FLAVOR ;0,00336;KG
;;CHEMICAL SODIUM BENZOAT ;0,0672;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,00336;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,01008;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00672;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,02016;KG
;;CHEMICAL AQUADEST ;6,554016;KG
;;;;
4010304005;VOLARE HAND & MOUTH FOOD GRADE 80S @16;WIP VOLARE HAND & MOUTH FOOD GRADE 80S ;16;PCK
;;CARTON BOX WETKINS 10S @108 ;1;PCS
;;;;
3050107002;WIP VOLARE HAND & MOUTH FOOD GRADE 50S ;JR FN 42-76 H 100% R 20 CM;1,8;KG
;;PACKAGING VOLARE HAND & MOUTH 80S @4000;24;PCS
;;STC REMOVABLE VOLARE FG 8X14CM ;24;PCS
;;CHEMICAL PROPYLENE GLYCOL ;0,063;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,0076125;KG
;;PARFUM GRAPE FLAVOR ;0,00315;KG
;;CHEMICAL SODIUM BENZOAT ;0,063;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,00315;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,00945;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0063;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0189;KG
;;CHEMICAL AQUADEST ;6,1443375;KG
;;;;
4010304007;VOLARE HAND & MOUTH FOOD GRADE 50S @24;WIP VOLARE HAND & MOUTH FOOD GRADE 50S ;24;PCK
;;CARTON BOX WETKINS 10S @108 ;1;PCS
;;;;
4010305001;VOLARE FACIAL COTTON 250S @24;JR FN 65-25 D 50%R/42.5%P/7.5%ES 25CMFCT;2,106;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;PLASTIK MICA FACIAL COTTON 250S ;48;PCS
;;PLASTIK PRINTING FACIAL COTTON250S ;24;PCS
;;;;
4010401001;POLYMORPH HEAVY DUTY 30X32 10S MIX @60;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;1,296;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;1,296;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;1,296;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;1,296;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;0,1308;KG
;;STC LABEL POLYMORPH HD 30X32 ;60;PCS
;;;;
4010401018;POLYMORPH HEAVY DUTY 30X32 PACK 6S MIX @60;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;0,7776;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;0,7776;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;0,7776;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;0,7776;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PACKAGING POLYMORPH HD 30X32 @4347;60;PCS
;;STC LABEL POLYMORPH HD 30X32 6 SHEETS ;60;PCS
;;;;
4010401002;POLYMORPH HEAVY DUTY 30X32 10S WHITE @63;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;5,4432;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;0,1308;KG
;;STC LABEL POLYMORPH HD 30X32 ;60;PCS
;;;;
4010401003;POLYMORPH HEAVY DUTY VALUE PACK 0.5 KG MIX @12;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;1,5;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;1,5;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;1,5;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;1,5;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 31.5X36 CM ;0,08628;KG
;;;;
4010401004;POLYMORPH HEAVY DUTY VALUE PACK 0.5 KG WHITE @12;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;6;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 31.5X36 CM ;0,08628;KG
;;;;
4010401005;POLYMORPH HEAVY DUTY 30X45 (ROLL) MIX @6;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDB;1,42155;KG
;;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDR;1,42155;KG
;;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDY;1,42155;KG
;;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDG;1,42155;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH HD 30X45 ;6;PCS
;;;;
4010401006;POLYMORPH HEAVY DUTY 30X45 (ROLL) WHITE @6;MR FN 90-14 H 80%R/10%P/10%ES 165 CM;5,6862;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
